Player,Pos,Team,Start,End,Yrs,Value,AAV,2-Year_Cash,3-Year_Cash
Tony Wroten Jr.,SG,NYK,2015,2016,2,1218367,609184,1218367,1218367
Boban Marjanovic,C,SAS,2015,2015,1,1200000,1200000,1200000,1200000
Austin Daye,PF,CLE,2015,2015,1,1185784,1185784,1185784,1185784
Chris Douglas-Roberts,SG,NOP,2015,2015,1,1185784,1185784,1185784,1185784
Toney Douglas,SG,IND,2015,2015,1,1185784,1185784,1185784,1185784
Tyler Hansbrough,PF,CHA,2015,2015,1,1185784,1185784,1185784,1185784
Marcus Thornton,SG,HOU,2015,2015,1,1185784,1185784,1185784,1185784
Chris Copeland,SF,MIL,2015,2015,1,1150000,1150000,1150000,1150000
Matthew Dellavedova,PG,CLE,2015,2015,1,1147276,1147276,1147276,1147276
Xavier Henry,SG,GSW,2015,2015,1,1100602,1100602,1100602,1100602
Jeff Adrien,SF,NOP,2015,2015,1,1100602,1100602,1100602,1100602
Ishmael Smith,PG,WAS,2015,2015,1,1100602,1100602,1100602,1100602
Ryan Hollins,C,WAS,2015,2015,1,1082301,1082301,1082301,1082301
Lorenzo Brown,PG,DET,2015,2016,2,1021268,510634,1021268,1021268
Yakhouba Diawara,PF,MEM,2015,2015,1,1015421,1015421,1015421,1015421
Jordan Crawford,SG,CHI,2015,2015,1,1015421,1015421,1015421,1015421
Greg Stiemsma,C,ORL,2015,2015,1,1015421,1015421,1015421,1015421
DaJuan Summers,PF,NYK,2015,2015,1,1015421,1015421,1015421,1015421
Donald Sloan,PG,BKN,2015,2015,1,1015421,1015421,1015421,1015421
Elliot Williams,SG,CHA,2015,2015,1,1015421,1015421,1015421,1015421
Jimmer Fredette,PG,SAS,2015,2015,1,1015421,1015421,1015421,1015421
Jordan McRae,SG,CLE,2015,2016,2,985832,492916,985832,985832
Jeremy Tyler,PF,HOU,2015,2015,1,981348,981348,981348,981348
Chris Johnson,PF,CLE,2015,2015,1,981348,981348,981348,981348
Jared Cunningham,SG,CLE,2015,2015,1,981348,981348,317495,317495
Josh Harrellson,PF,WAS,2015,2015,1,981348,981348,981348,981348
Julyan Stone,PG,OKC,2015,2015,1,981348,981348,981348,981348
Oleksiy Pecherov,C,DEN,2015,2015,1,981348,981348,981348,981348
Henry Sims,C,PHX,2015,2015,1,981348,981348,981348,981348
Pablo Prigioni,PG,LAC,2015,2015,1,981348,981348,981348,981348
Alan Williams,PF,PHX,2015,2016,2,958033,479017,958033,958033
Jerome Jordan,C,NOP,2015,2015,1,947276,947276,947276,947276
Anthony Bennett,PF,TOR,2015,2015,1,947276,947276,947276,947276
Tony Mitchell,PF,GSW,2015,2015,1,947276,947276,947276,947276
Ian Clark,SG,GSW,2015,2015,1,947276,947276,947276,947276
Toure Murry,SF,WAS,2015,2015,1,947276,947276,947276,947276
Phil Pressey,PG,POR,2015,2015,1,947276,947276,947276,947276
Willie Reed,C,BKN,2015,2015,1,947276,947276,947276,947276
Axel Toupane,SG,DEN,2015,2016,2,936412,468206,936412,936412
Jimmer Fredette,PG,NOP,2015,2015,1,931798,931798,931798,931798
Phil Pressey,PG,PHI,2015,2015,1,897126,897126,897126,897126
Elton Brand,PF,PHI,2015,2015,1,890693,890693,890693,890693
John Holland,SF,BOS,2015,2016,2,883902,441951,883902,883902
Ryan Hollins,C,MEM,2015,2015,1,849806,849806,849806,849806
Jack Cooley,PF,UTA,2015,2015,1,845059,845059,845059,845059
Dionte Christmas,SG,NOP,2015,2015,1,845059,845059,845059,845059
D.J. Stephens,SG,CLE,2015,2015,1,845059,845059,845059,845059
DeQuan Jones,SF,ATL,2015,2015,1,845059,845059,845059,845059
Justin Harper,SF,BKN,2015,2015,1,845059,845059,845059,845059
Terrico White,SG,PHX,2015,2015,1,845059,845059,845059,845059
Matt Janning,PG,DEN,2015,2015,1,845059,845059,845059,845059
Jarell Eddie,SF,GSW,2015,2015,1,845059,845059,845059,845059
Patrick Christopher,SG,MEM,2015,2015,1,845059,845059,845059,845059
Eric Moreland,PF,SAC,2015,2015,1,845059,845059,845059,845059
Cory Jefferson,PF,PHX,2015,2015,1,845059,845059,845059,845059
Keith Benson,C,MIA,2015,2015,1,845059,845059,845059,845059
Marcus Landry,PF,MIL,2015,2015,1,845059,845059,845059,845059
Bryce Cotton,PG,PHX,2015,2015,1,700902,700902,700902,700902
Jordan Railey,C,PHI,2015,2015,1,525093,525093,525093,525093
Terran Petteway,SF,IND,2015,2015,1,525093,525093,525093,525093
Erik Atkins,PG,UTA,2015,2015,1,525093,525093,525093,525093
Ryan Boatright,PG,DET,2015,2015,1,525093,525093,525093,525093
Julian Washburn,SG,SAS,2015,2015,1,525093,525093,525093,525093
Tu Holloway,PG,DAL,2015,2015,1,525093,525093,525093,525093
Mustapha Farrakhan,SG,OKC,2015,2015,1,525093,525093,525093,525093
Michael Cobbins,PF,OKC,2015,2015,1,525093,525093,525093,525093
E.J. Singler,SF,UTA,2015,2015,1,525093,525093,525093,525093
Briante Weber,PG,MIA,2015,2015,1,525093,525093,525093,525093
Chris Udofia,SF,GSW,2015,2015,1,525093,525093,525093,525093
Bo McCalebb,PG,NOP,2015,2015,1,525093,525093,525093,525093
Mirza Begic,C,NOP,2015,2015,1,525093,525093,525093,525093
Alex Stepheson,PF,MEM,2015,2015,1,525093,525093,525093,525093
Kadeem Jack,PF,IND,2015,2015,1,525093,525093,525093,525093
Sampson Carter,PF,MEM,2015,2015,1,525093,525093,525093,525093
Jaleel Roberts,C,WAS,2015,2015,1,525093,525093,525093,525093
Stefhon Hannah,PG,CHI,2015,2015,1,525093,525093,525093,525093
Arsalan Kazemi,PF,ATL,2015,2015,1,525093,525093,525093,525093
Michael Qualls,SG,OKC,2015,2015,1,525093,525093,525093,525093
Keifer Sykes,PG,SAS,2015,2015,1,525093,525093,525093,525093
Deshaun Thomas,SF,SAS,2015,2015,1,525093,525093,525093,525093
Quinn Cook,PG,CLE,2015,2015,1,525093,525093,525093,525093
Nick Minnerath,PF,CLE,2015,2015,1,525093,525093,525093,525093
Michael Dunigan,C,CLE,2015,2015,1,525093,525093,525093,525093
Jake Anderson,PG,CHI,2015,2015,1,525093,525093,525093,525093
Marcus Simmons,SG,CHI,2015,2015,1,525093,525093,525093,525093
Tre Kelley,PG,MIA,2015,2015,1,525093,525093,525093,525093
Jordan McRae,SG,PHI,2015,2015,1,525093,525093,525093,525093
Nnanna Egwu,C,ORL,2015,2015,1,525093,525093,525093,525093
Jaron Johnson,PG,WAS,2015,2015,1,525093,525093,525093,525093
Edgar Sosa,PG,ATL,2015,2015,1,525093,525093,525093,525093
Talib Zanna,PF,OKC,2015,2015,1,525093,525093,525093,525093
Dez Wells,SG,OKC,2015,2015,1,525093,525093,525093,525093
Omari Johnson,SF,POR,2015,2015,1,525093,525093,525093,525093
Juwan Staten,PG,GSW,2015,2015,1,525093,525093,525093,525093
Dan Nwaelele,SG,MEM,2015,2015,1,525093,525093,525093,525093
Jordan Bachynski,C,DET,2015,2015,1,525093,525093,525093,525093
Keith Appling,PG,ORL,2015,2015,1,525093,525093,525093,525093
Jordan Sibert,SG,ORL,2015,2015,1,525093,525093,525093,525093
Chris Daniels,C,BKN,2015,2015,1,525093,525093,525093,525093
Corey Webster,SG,NOP,2015,2015,1,525093,525093,525093,525093
Travis Trice,PG,NYK,2015,2015,1,525093,525093,525093,525093
Marshall Henderson,SG,SAC,2015,2015,1,525093,525093,525093,525093
Joshua Smith,C,HOU,2015,2015,1,525093,525093,525093,525093
Nick Wiggins,SG,MIN,2015,2015,1,525093,525093,525093,525093
Kleon Penn,C,MIN,2015,2015,1,525093,525093,525093,525093
Jon Horford,PF,MIL,2015,2015,1,525093,525093,525093,525093
Charlie Westbrook,SG,MIL,2015,2015,1,525093,525093,525093,525093
C.J. Fair,SF,IND,2015,2015,1,525093,525093,525093,525093
Devin Sweetney,SG,DEN,2015,2015,1,525093,525093,525093,525093
Jason Washburn,C,CHA,2015,2015,1,525093,525093,525093,525093
Sam Thompson,SF,CHA,2015,2015,1,525093,525093,525093,525093
Eric Griffin,PF,DET,2015,2015,1,525093,525093,525093,525093
Nikoloz Tskitishvili,PF,LAC,2015,2015,1,525093,525093,525093,525093
Vince Hunter,PF,SAC,2015,2015,1,525093,525093,525093,525093
Chris Walker,PF,HOU,2015,2015,1,525093,525093,525093,525093
Darion Atkins,PF,NYK,2015,2015,1,525093,525093,525093,525093
Kyle Casey,SF,PHX,2015,2015,1,525093,525093,525093,525093
Lazeric Jones,PG,MEM,2015,2015,1,525093,525093,525093,525093
J.P. Tokoto,SG,PHI,2015,2015,1,525093,525093,525093,525093
Marcelo Huertas,PG,LAL,2015,2015,1,525093,525093,525093,525093
Will Cummings,PG,HOU,2015,2015,1,525093,525093,525093,525093
Denzel Livingston,SG,HOU,2015,2015,1,525093,525093,525093,525093
Greg Whittington,SF,MIA,2015,2015,1,525093,525093,525093,525093
Remi Yusuf,PG,HOU,2015,2015,1,525093,525093,525093,525093
J.J. O'Brien,SF,UTA,2015,2015,1,525093,525093,525093,525093
Deonte Burton,PG,PHX,2015,2015,1,525093,525093,525093,525093
Corey Hawkins,PG,MIA,2015,2015,1,525093,525093,525093,525093
Coty Clarke,PF,BOS,2015,2015,1,525093,525093,525093,525093
Bryce Dejean-Jones,PG,NOP,2015,2015,1,525093,525093,525093,525093
Michael Holyfield,C,MEM,2015,2015,1,525093,525093,525093,525093
Treveon Graham,SF,UTA,2015,2015,1,525093,525093,525093,525093
Malcolm Miller,SF,BOS,2015,2015,1,525093,525093,525093,525093
Shannon Scott,PG,TOR,2015,2015,1,525093,525093,525093,525093
Melvin Ejim,SF,ORL,2015,2015,1,525093,525093,525093,525093
Wesley Saunders,SF,NYK,2015,2015,1,525093,525093,525093,525093
Yanick Moreira,C,LAC,2015,2015,1,525093,525093,525093,525093
Youssou Ndoye,C,SAS,2015,2015,1,525093,525093,525093,525093
Michale Kyser,PF,TOR,2015,2015,1,525093,525093,525093,525093
Axel Toupane,SG,TOR,2015,2015,1,525093,525093,525093,525093
Levi Randolph,SG,BOS,2015,2015,1,525093,525093,525093,525093
Anderson Varejao,PF,GSW,2015,2015,1,458575,458575,458575,458575
Steve Novak,SF,MIL,2015,2015,1,424903,424903,424903,424903
Joe Johnson,SG,MIA,2015,2015,1,414481,414481,414481,414481
Andre Miller,PG,SAS,2015,2015,1,396844,396844,396844,396844
Kris Humphries,PF,ATL,2015,2015,1,388025,388025,388025,388025
J.J Hickson,PF,WAS,2015,2015,1,366337,366337,366337,366337
Nazr Mohammed,C,OKC,2015,2015,1,352750,352750,352750,352750
Ryan Hollins,C,MEM,2015,2015,1,344733,344733,344733,344733
Jason Thompson,PF,TOR,2015,2015,1,328955,328955,328955,328955
Kevin Martin,SG,SAS,2015,2015,1,317475,317475,317475,317475
Ty Lawson,PG,IND,2015,2015,1,265058,265058,265058,265058
Chase Budinger,SF,PHX,2015,2015,1,258082,258082,258082,258082
Marcus Thornton,SG,WAS,2015,2015,1,251107,251107,251107,251107
Andrew Goudelock,PG,HOU,2015,2015,1,200600,200600,1216296,1216296
Jorge Gutierrez,PG,CHA,2015,2015,1,189455,189455,189455,189455
Jeff Ayres,PF,LAC,2015,2015,1,187750,187750,187750,187750
Jordan Farmar,PG,MEM,2015,2015,1,119660,119660,119660,119660
Ryan Hollins,C,MEM,2015,2015,10,80170,8017,80170,80170
Ryan Hollins,C,MEM,2015,2015,10,80170,8017,80170,80170
Jordan Farmar,PG,MEM,2015,2015,10,79773,7977,79773,79773
Jeff Ayres,PF,LAC,2015,2015,1,64741,64741,64741,64741
Jeff Ayres,PF,LAC,2015,2015,10,64741,6474,64741,64741
Jordan Hamilton,SF,NOP,2015,2015,1,59731,59731,59731,59731
Jordan Hamilton,SF,NOP,2015,2015,10,59731,5973,59731,59731
Greg Smith,C,MIN,2015,2015,10,59731,5973,59731,59731
Greg Smith,C,MIN,2015,2015,10,59731,5973,59731,59731
Jimmer Fredette,PG,NYK,2015,2015,10,59731,5973,59731,59731
Henry Sims,C,BKN,2015,2015,10,57726,5773,57726,57726
Henry Sims,C,BKN,2015,2015,10,57726,5773,57726,57726
Jared Cunningham,SG,MIL,2015,2015,10,57726,5773,57726,57726
Elliot Williams,SG,MEM,2015,2015,10,57726,5773,57726,57726
Lorenzo Brown,PG,DET,2015,2015,10,55722,5572,55722,55722
Lorenzo Brown,PG,DET,2015,2015,10,55722,5572,55722,55722
Ray McCallum,PG,MEM,2015,2015,10,55722,5572,55722,55722
Orlando Johnson,SG,IND,2015,2015,10,55722,5572,55722,55722
Phil Pressey,PG,PHX,2015,2015,10,55722,5572,55722,55722
Jorge Gutierrez,PG,CHA,2015,2015,10,55722,5572,55722,55722
Jorge Gutierrez,PG,CHA,2015,2015,10,55722,5572,55722,55722
Phil Pressey,PG,PHX,2015,2015,10,55722,5572,55722,55722
Orlando Johnson,SG,PHX,2015,2015,10,55722,5572,55722,55722
Lorenzo Brown,PG,PHX,2015,2015,10,55722,5572,55722,55722
Lorenzo Brown,PG,PHX,2015,2015,10,55722,5572,55722,55722
Bryce Cotton,PG,MEM,2015,2015,10,49709,4971,49709,49709
James Ennis III,SF,NOP,2015,2015,10,49709,4971,49709,49709
Tim Frazier,PG,NOP,2015,2015,2,49709,24855,94448,94448
Tim Frazier,PG,NOP,2015,2015,10,49709,4971,49709,49709
Sean Kilpatrick,SG,BKN,2015,2015,10,49709,4971,49709,49709
Justin Harper,SF,DET,2015,2015,10,49709,4971,49709,49709
Sean Kilpatrick,SG,BKN,2015,2015,10,49709,4971,49709,49709
Justin Harper,SF,NOP,2015,2015,10,49709,4971,49709,49709
Erick Green,PG,UTA,2015,2015,10,49709,4971,49709,49709
Erick Green,PG,UTA,2015,2015,10,49709,4971,49709,49709
Sean Kilpatrick,SG,DEN,2015,2015,10,49709,4971,49709,49709
Cory Jefferson,PF,PHX,2015,2015,10,49709,4971,49709,49709
Sean Kilpatrick,SG,DEN,2015,2015,10,49709,4971,49709,49709
Henry Sims,C,BKN,2015,2015,1,46181,46181,46181,46181
Xavier Munford,PG,MEM,2015,2015,10,30888,3089,30888,30888
Christian Wood,C,PHI,2015,2015,10,30888,3089,30888,30888
Axel Toupane,SG,DEN,2015,2015,10,30888,3089,30888,30888
Coty Clarke,PF,BOS,2015,2015,10,30888,3089,30888,30888
Xavier Munford,PG,MEM,2015,2015,10,30888,3089,30888,30888
Alex Stepheson,PF,MEM,2015,2015,10,30888,3089,30888,30888
Briante Weber,PG,MEM,2015,2015,10,30888,3089,30888,30888
Alan Williams,PF,PHX,2015,2015,10,30888,3089,30888,30888
Coty Clarke,PF,BOS,2015,2015,10,30888,3089,30888,30888
Christian Wood,C,PHI,2015,2015,10,30888,3089,30888,30888
Axel Toupane,SG,DEN,2015,2015,10,30888,3089,30888,30888
Alex Stepheson,PF,LAC,2015,2015,10,30888,3089,30888,30888
Jordan McRae,SG,CLE,2015,2015,10,30888,3089,30888,30888
Alex Stepheson,PF,LAC,2015,2015,10,30888,3089,30888,30888
Jordan McRae,SG,PHX,2015,2015,10,30888,3089,30888,30888
Bryce Dejean-Jones,PG,NOP,2015,2015,10,30888,3089,30888,30888
Jordan McRae,SG,PHX,2015,2015,10,30888,3089,30888,30888
Thanasis Antetokounmpo,SF,NYK,2015,2015,10,30888,3089,30888,30888
Keith Appling,PG,ORL,2015,2015,10,30888,3089,30888,30888
Bryce Dejean-Jones,PG,NOP,2015,2015,10,30888,3089,30888,30888
Keith Appling,PG,ORL,2015,2015,10,30888,3089,30888,30888
J.J. O'Brien,SF,UTA,2015,2015,10,30888,3089,30888,30888
James Ennis III,SF,NOP,2015,2015,1,24855,24855,24855,24855
Xavier Munford,PG,MEM,2015,2015,1,21621,21621,896257,896257
Christian Wood,C,PHI,2015,2015,1,21621,21621,21621,21621
Dorell Wright,SF,MIA,2015,2015,1,17637,17637,17637,17637
Bryce Cotton,PG,MEM,2015,2015,1,14913,14913,14913,14913
Mike Conley,PG,MEM,2016,2020,5,152605578,30521116,55070708,85591823
Damian Lillard,PG,POR,2016,2020,5,139888445,27977689,50481482,78459171
DeMar DeRozan,SF,TOR,2016,2020,5,139000000,27800000,54280075,82020050
Andre Drummond,C,DET,2016,2020,5,127171313,25434263,45892256,71326519
Bradley Beal,SG,WAS,2016,2020,5,127171313,25434263,45892256,71326519
Anthony Davis,C,NOP,2016,2020,5,127171313,25434263,45892256,71326519
Nicolas Batum,SF,CHA,2016,2020,5,120000000,24000000,43304348,67304348
James Harden,SG,HOU,2016,2019,4,117964846,29491212,54839499,85261353
Al Horford,C,BOS,2016,2019,4,113326228,28331557,54274505,83203214
LeBron James,PF,CLE,2016,2017,3,99857127,33285709,64249159,99857128
Hassan Whiteside,C,MIA,2016,2019,4,98419538,24604885,45892256,71326519
Harrison Barnes,PF,DAL,2016,2019,4,94438525,23609631,45228754,53809303
Chandler Parsons,SF,MEM,2016,2019,4,94438523,23609631,45228754,69336012
Russell Westbrook,PG,OKC,2016,2018,3,85591823,28530608,55070708,85591823
Evan Fournier,SG,ORL,2016,2020,5,85000000,17000000,34000000,51000000
Ryan Anderson,PF,HOU,2016,2019,4,80000000,20000000,38313817,45697879
Allen Crabbe,SG,POR,2016,2019,4,74832500,18708125,37832500,56332500
Joakim Noah,C,NYK,2016,2019,4,72590000,18147500,34765000,53295000
Bismack Biyombo,C,ORL,2016,2019,4,72000000,18000000,34000000,51000000
Luol Deng,SF,LAL,2016,2019,4,72000000,18000000,35190000,53190000
Dwight Howard,C,ATL,2016,2018,3,70500000,23500000,46680275,70500000
Kent Bazemore,SG,ATL,2016,2019,4,70000000,17500000,32640451,50730338
Evan Turner,SF,POR,2016,2019,4,70000000,17500000,33524591,51393443
Ian Mahinmi,C,WAS,2016,2019,4,64000000,16000000,32605795,48549949
Timofey Mozgov,C,LAL,2016,2019,4,64000000,16000000,31280000,47280000
Jonas Valanciunas,C,TOR,2016,2019,4,64000000,16000000,29842696,35729575
J.R. Smith,SG,CLE,2016,2019,4,57000000,14250000,26560000,41280000
Marvin Williams,PF,CHA,2016,2019,4,54512500,13628125,25418750,39506250
Kevin Durant,SF,GSW,2016,2017,2,54274505,27137253,54274505,54274505
Eric Gordon,SG,HOU,2016,2019,4,52886489,13221622,25328384,38828759
Michael Kidd-Gilchrist,SF,CHA,2016,2019,4,52000000,13000000,26000000,39000000
Miles Plumlee,C,MIL,2016,2019,4,50000000,12500000,19632353,32132353
Tyler Johnson,SG,MIA,2016,2019,4,50000000,12500000,11509260,18468038
Jordan Clarkson,SG,LAL,2016,2019,4,50000000,12500000,16615466,29115466
Courtney Lee,SG,NYK,2016,2019,4,48003340,12000835,22989890,27836018
Solomon Hill,SF,NOP,2016,2019,4,48000000,12000000,23477753,35730681
John Henson,PF,MIL,2016,2019,4,48000000,12000000,26440142,33953889
Dwyane Wade,SG,CHI,2016,2017,2,47000000,23500000,47000000,47000000
Maurice Harkless,SF,POR,2016,2019,4,42000000,10500000,19651685,29988764
Jamal Crawford,SG,LAC,2016,2018,3,42000000,14000000,27500000,42000000
Jon Leuer,PF,DET,2016,2019,4,42000000,10500000,21489276,31491957
Meyers Leonard,C,POR,2016,2019,4,41000000,10250000,19117977,29713483
Matthew Dellavedova,PG,MIL,2016,2019,4,38430000,9607500,19215000,25999958
Jeremy Lin,PG,BKN,2016,2018,3,38300000,12766667,23483254,37251675
Dwight Powell,C,DAL,2016,2019,4,37268750,9317188,17378125,27009375
Austin Rivers,SG,LAC,2016,2018,3,35475000,11825000,22825000,31186864
E'Twaun Moore,SG,NOP,2016,2019,4,34000000,8500000,16526387,25335072
Pau Gasol,C,SAS,2016,2017,2,31697500,15848750,31697500,31697500
Mirza Teletovic,PF,MIL,2016,2018,3,31500000,10500000,21000000,31500000
Terrence Ross,SF,TOR,2016,2018,3,31500000,10500000,13911765,24411765
Jared Dudley,SF,PHX,2016,2018,3,30000000,10000000,20470000,30000000
Al Jefferson,C,IND,2016,2018,3,30000000,10000000,20000000,30000000
D.J. Augustin,PG,ORL,2016,2019,4,29000000,7250000,14500000,21750000
Lance Thomas,SF,NYK,2016,2019,4,27549950,6887488,12846325,19965975
Rajon Rondo,PG,CHI,2016,2017,2,27397000,13698500,27397000,27397000
Jerryd Bayless,PG,PHI,2016,2018,3,27000000,9000000,18424084,25788712
Ben Simmons,PG,PHI,2016,2019,4,26620450,6655113,12072000,18506520
Andrew Nicholson,PF,WAS,2016,2019,4,26000000,6500000,8153878,14790880
Dirk Nowitzki,PF,DAL,2016,2016,1,25000000,25000000,50000000,50000000
Arron Afflalo,SG,SAC,2016,2017,2,25000000,12500000,25000000,25000000
Garrett Temple,SG,SAC,2016,2018,3,24000000,8000000,16000000,18847458
Brandon Ingram,SF,LAL,2016,2019,4,23823685,5955921,10801080,16558200
Darrell Arthur,PF,DEN,2016,2018,3,23000000,7666667,15535087,22999999
Cole Aldrich,C,MIN,2016,2018,3,21900000,7300000,14943979,21900000
Joe Johnson,SG,UTA,2016,2017,2,21505000,10752500,14739068,14739068
Jaylen Brown,SF,BOS,2016,2019,4,21404269,5351067,9699480,14869440
Boban Marjanovic,C,DET,2016,2018,3,21000000,7000000,9847458,12378531
Jeremy Lamb,SG,CHA,2016,2018,3,21000000,7000000,13511628,21000000
Dragan Bender,PF,PHX,2016,2019,4,19302919,4825730,8745120,13406400
Trevor Booker,PF,BKN,2016,2017,2,18375000,9187500,15694209,15694209
Gerald Henderson,SG,PHI,2016,2017,2,18000000,9000000,18000000,18000000
Ishmael Smith,PG,DET,2016,2018,3,18000000,6000000,12000000,18000000
Wesley Johnson,SF,LAC,2016,2018,3,17643780,5881260,11509260,13935341
Kris Dunn,PG,MIN,2016,2019,4,17488287,4372072,7919280,12140280
Alex Abrines,SG,OKC,2016,2018,3,17175000,5725000,11719764,17175000
Tyler Zeller,C,BOS,2016,2017,2,16000000,8000000,16000000,16000000
Anthony Tolliver,PF,SAC,2016,2017,2,16000000,8000000,16000000,16000000
Buddy Hield,SG,NOP,2016,2019,4,15887648,3971912,4751329,8585089
Jason Smith,PF,WAS,2016,2018,3,15675000,5225000,10225000,12164831
Festus Ezeli,C,POR,2016,2016,2,15133000,7566500,15133000,15133000
Jeff Green,PF,ORL,2016,2016,1,15000000,15000000,15000000,15000000
Jamal Murray,PG,DEN,2016,2019,4,14510706,3627677,6566160,10065960
Manu Ginobili,SG,SAS,2016,2016,1,14000000,14000000,14000000,14000000
Marquese Chriss,SF,PHX,2016,2019,4,13299636,3324909,6015240,7174529
Tarik Black,PF,LAL,2016,2017,2,12846325,6423163,12846325,12846325
Matt Barnes,SF,SAC,2016,2017,2,12525625,6262813,12525625,12525625
Wayne Ellington,SG,MIA,2016,2017,2,12270000,6135000,12270000,12270000
Jakob Poeltl,C,TOR,2016,2019,4,12231806,3057952,5529600,8476920
Thon Maker,C,MIL,2016,2019,4,11622123,2905531,5252760,6265088
Domantas Sabonis,PF,OKC,2016,2019,4,11179555,2794889,4990200,7650000
Taurean Prince,PF,ATL,2016,2019,4,10749666,2687417,4740840,7267680
Dario Saric,PF,PHI,2016,2019,4,10749666,2687417,2318280,4740840
Langston Galloway,SG,NOP,2016,2017,2,10634000,5317000,7024588,7024588
Georgios Papagiannis,C,SAC,2016,2019,4,10334366,2583592,4503600,6904080
Troy Daniels,SG,CHA,2016,2018,3,10000009,3333336,6741460,10000009
Deron Williams,PG,DAL,2016,2016,1,10000000,10000000,9000000,9000000
Denzel Valentine,SG,CHI,2016,2019,4,9936769,2484192,4278600,6559200
Juancho Hernangomez,PF,DEN,2016,2019,4,9551670,2387918,4064280,6230640
Tomas Satoransky,SG,WAS,2016,2018,3,9000000,3000000,5870813,9000000
Wade Baldwin,PG,MEM,2016,2019,4,8626446,2156612,3668160,5623320
Henry Ellenson,C,DET,2016,2019,4,8199204,2049801,3484920,5342400
Lance Stephenson,SG,IND,2016,2018,2,8180000,4090000,8180000,12540000
Jordan Hill,C,MIN,2016,2017,2,8180000,4090000,8180000,8180000
Yi Jianlian,PF,LAL,2016,2016,1,8000000,8000000,8000000,8000000
Leandro Barbosa,SG,PHX,2016,2017,2,8000000,4000000,8000000,8000000
Sergio Rodriguez,SG,PHI,2016,2016,1,8000000,8000000,8000000,8000000
Malik Beasley,SG,DEN,2016,2019,4,7833514,1958379,3327960,5101800
Richard Jefferson,SF,CLE,2016,2018,3,7612500,2537500,5000000,7612500
Caris LeVert,SG,BKN,2016,2019,4,7523278,1880820,3194760,4897560
DeAndre' Bembry,SF,ATL,2016,2019,4,7305582,1826396,3066960,4701600
Malachi Richardson,SG,SAC,2016,2019,4,7095397,1773849,1975401,2542853
Mike Miller,SG,DEN,2016,2017,2,7000000,3500000,7000000,7000000
